layer,benchmark,model,score,error
encoder.h.2.ln_2,Blank2014fROI-encoding,openaigpt-untrained,-0.037667145,0.031236258
encoder.h.3.ln_2,Blank2014fROI-encoding,openaigpt-untrained,0.048243939,0.047459739
encoder.h.4.ln_2,Blank2014fROI-encoding,openaigpt-untrained,0.040689841,0.0506985
encoder.h.5.ln_2,Blank2014fROI-encoding,openaigpt-untrained,0.001281229,0.03746354
encoder.h.6.ln_2,Blank2014fROI-encoding,openaigpt-untrained,0.101863559,0.005210514
encoder.h.7.ln_2,Blank2014fROI-encoding,openaigpt-untrained,-0.019262338,0.030923356
encoder.h.8.ln_2,Blank2014fROI-encoding,openaigpt-untrained,0.065659102,0.10478164
encoder.h.9.ln_2,Blank2014fROI-encoding,openaigpt-untrained,0.008178502,0.083256377
encoder.h.10.ln_2,Blank2014fROI-encoding,openaigpt-untrained,-0.023902713,0.048399558
encoder.h.11.ln_2,Blank2014fROI-encoding,openaigpt-untrained,0.02040841,0.058220997
drop,Blank2014fROI-encoding,distilgpt2,-0.03375102,0.047436098
encoder.h.0,Blank2014fROI-encoding,distilgpt2,0.146704221,0.03072187
encoder.h.1,Blank2014fROI-encoding,distilgpt2,0.087470095,0.016120515
encoder.h.2,Blank2014fROI-encoding,distilgpt2,0.097928968,0.12866878
encoder.h.3,Blank2014fROI-encoding,distilgpt2,0.15279408,0.093119822
encoder.h.4,Blank2014fROI-encoding,distilgpt2,0.256600888,0.086008416
encoder.h.5,Blank2014fROI-encoding,distilgpt2,0.232217182,0.070278311
drop,Blank2014fROI-encoding,distilgpt2-untrained,-0.077851945,0.056575111
encoder.h.0,Blank2014fROI-encoding,distilgpt2-untrained,0.14322155,0.145893999
encoder.h.1,Blank2014fROI-encoding,distilgpt2-untrained,0.192693274,0.062995958
encoder.h.2,Blank2014fROI-encoding,distilgpt2-untrained,0.272524823,0.028336182
encoder.h.3,Blank2014fROI-encoding,distilgpt2-untrained,0.335241562,0.13086388
encoder.h.4,Blank2014fROI-encoding,distilgpt2-untrained,0.397150006,0.126989391
encoder.h.5,Blank2014fROI-encoding,distilgpt2-untrained,0.324555445,0.128579381
drop,Blank2014fROI-encoding,gpt2,0.005739111,0.053883444
encoder.h.0,Blank2014fROI-encoding,gpt2,0.056504906,0.046566979
encoder.h.1,Blank2014fROI-encoding,gpt2,0.035706472,0.065523754
encoder.h.2,Blank2014fROI-encoding,gpt2,0.065112873,0.066880436
encoder.h.3,Blank2014fROI-encoding,gpt2,0.077144708,0.068592542
encoder.h.4,Blank2014fROI-encoding,gpt2,0.090243338,0.025081355
encoder.h.5,Blank2014fROI-encoding,gpt2,0.124747922,0.031436527
encoder.h.6,Blank2014fROI-encoding,gpt2,0.145245438,0.125680022
encoder.h.7,Blank2014fROI-encoding,gpt2,0.105152287,0.020940448
encoder.h.8,Blank2014fROI-encoding,gpt2,0.174911964,0.102833868
encoder.h.9,Blank2014fROI-encoding,gpt2,0.194981689,0.046839694
encoder.h.10,Blank2014fROI-encoding,gpt2,0.099008228,0.143542931
encoder.h.11,Blank2014fROI-encoding,gpt2,0.074617319,0.003591485
drop,Blank2014fROI-encoding,gpt2-untrained,0.005519972,0.030833075
encoder.h.0,Blank2014fROI-encoding,gpt2-untrained,0.146193256,0.035881845
encoder.h.1,Blank2014fROI-encoding,gpt2-untrained,0.311557188,0.023831904
encoder.h.2,Blank2014fROI-encoding,gpt2-untrained,0.234391676,0.06324098
encoder.h.3,Blank2014fROI-encoding,gpt2-untrained,0.230110291,0.127070558
encoder.h.4,Blank2014fROI-encoding,gpt2-untrained,0.330923354,0.134360815
encoder.h.5,Blank2014fROI-encoding,gpt2-untrained,0.357152139,0.170420067
encoder.h.6,Blank2014fROI-encoding,gpt2-untrained,0.382493465,0.061131183
encoder.h.7,Blank2014fROI-encoding,gpt2-untrained,0.396806799,0.075007338
encoder.h.8,Blank2014fROI-encoding,gpt2-untrained,0.396475889,0.0824093
encoder.h.9,Blank2014fROI-encoding,gpt2-untrained,0.368714215,0.041316723
encoder.h.10,Blank2014fROI-encoding,gpt2-untrained,0.445060268,0.024311787
encoder.h.11,Blank2014fROI-encoding,gpt2-untrained,0.355178714,0.032737384
drop,Blank2014fROI-encoding,gpt2-medium,-0.028531398,0.031270892
encoder.h.0,Blank2014fROI-encoding,gpt2-medium,0.003673706,0.034623442
encoder.h.1,Blank2014fROI-encoding,gpt2-medium,0.017902465,0.052125315
encoder.h.2,Blank2014fROI-encoding,gpt2-medium,-0.022950331,0.122550188
encoder.h.3,Blank2014fROI-encoding,gpt2-medium,0.046139994,0.075060765
encoder.h.4,Blank2014fROI-encoding,gpt2-medium,0.045117754,0.110289536
encoder.h.5,Blank2014fROI-encoding,gpt2-medium,0.081940026,0.080299848
encoder.h.6,Blank2014fROI-encoding,gpt2-medium,-0.017811976,0.034209651
encoder.h.7,Blank2014fROI-encoding,gpt2-medium,0.02992239,0.006279857
encoder.h.8,Blank2014fROI-encoding,gpt2-medium,0.026933325,0.005428319
encoder.h.9,Blank2014fROI-encoding,gpt2-medium,0.022706739,0.044173966
encoder.h.10,Blank2014fROI-encoding,gpt2-medium,-7.77E-05,0.071049782
encoder.h.11,Blank2014fROI-encoding,gpt2-medium,0.029686149,0.099855676
encoder.h.12,Blank2014fROI-encoding,gpt2-medium,0.035494827,0.027201176
encoder.h.13,Blank2014fROI-encoding,gpt2-medium,0.059282138,0.088780513
encoder.h.14,Blank2014fROI-encoding,gpt2-medium,-0.013369138,0.09171569
encoder.h.15,Blank2014fROI-encoding,gpt2-medium,0.019231844,0.006849926
encoder.h.16,Blank2014fROI-encoding,gpt2-medium,0.017076406,0.092251673
encoder.h.17,Blank2014fROI-encoding,gpt2-medium,0.027590346,0.021607611
encoder.h.18,Blank2014fROI-encoding,gpt2-medium,0.021302466,0.024096256
encoder.h.19,Blank2014fROI-encoding,gpt2-medium,0.01923521,0.091054255
encoder.h.20,Blank2014fROI-encoding,gpt2-medium,0.048068674,0.190474656
encoder.h.21,Blank2014fROI-encoding,gpt2-medium,0.022686345,0.044585894
encoder.h.22,Blank2014fROI-encoding,gpt2-medium,0.089328088,0.064571324
encoder.h.23,Blank2014fROI-encoding,gpt2-medium,0.027559538,0.030511029
drop,Blank2014fROI-encoding,gpt2-medium-untrained,0.03897404,0.0638836
encoder.h.0,Blank2014fROI-encoding,gpt2-medium-untrained,0.110954658,0.039445908
encoder.h.1,Blank2014fROI-encoding,gpt2-medium-untrained,0.136131181,0.01978813
encoder.h.2,Blank2014fROI-encoding,gpt2-medium-untrained,0.140786726,0.132960857
encoder.h.3,Blank2014fROI-encoding,gpt2-medium-untrained,0.178109592,0.070094003
encoder.h.4,Blank2014fROI-encoding,gpt2-medium-untrained,0.135510979,0.085695681
encoder.h.5,Blank2014fROI-encoding,gpt2-medium-untrained,0.142430753,0.124462354
encoder.h.6,Blank2014fROI-encoding,gpt2-medium-untrained,0.080697832,0.138770434
encoder.h.7,Blank2014fROI-encoding,gpt2-medium-untrained,0.159984889,0.071048954
encoder.h.8,Blank2014fROI-encoding,gpt2-medium-untrained,0.157824792,0.032608959
encoder.h.9,Blank2014fROI-encoding,gpt2-medium-untrained,0.120454451,0.063209991
encoder.h.10,Blank2014fROI-encoding,gpt2-medium-untrained,0.073992646,0.032355895
encoder.h.11,Blank2014fROI-encoding,gpt2-medium-untrained,0.096991309,0.076642302
encoder.h.12,Blank2014fROI-encoding,gpt2-medium-untrained,0.046508814,0.041998073
encoder.h.13,Blank2014fROI-encoding,gpt2-medium-untrained,0.063859465,0.053814196
encoder.h.14,Blank2014fROI-encoding,gpt2-medium-untrained,0.196118235,0.054003266
encoder.h.15,Blank2014fROI-encoding,gpt2-medium-untrained,0.154058247,0.092597974
encoder.h.16,Blank2014fROI-encoding,gpt2-medium-untrained,0.164156621,0.031683137
encoder.h.17,Blank2014fROI-encoding,gpt2-medium-untrained,0.192345882,0.0069358
encoder.h.18,Blank2014fROI-encoding,gpt2-medium-untrained,0.119893113,0.045424653
encoder.h.19,Blank2014fROI-encoding,gpt2-medium-untrained,0.171821377,0.052501585
encoder.h.20,Blank2014fROI-encoding,gpt2-medium-untrained,0.147977572,0.009450356
encoder.h.21,Blank2014fROI-encoding,gpt2-medium-untrained,0.185930398,0.07830356
encoder.h.22,Blank2014fROI-encoding,gpt2-medium-untrained,0.175390465,0.03286995
encoder.h.23,Blank2014fROI-encoding,gpt2-medium-untrained,0.174936793,0.030310066
drop,Blank2014fROI-encoding,gpt2-large,-0.038934754,0.021967821
encoder.h.0,Blank2014fROI-encoding,gpt2-large,0.102509367,0.048104578
encoder.h.1,Blank2014fROI-encoding,gpt2-large,0.079435712,0.063587997
encoder.h.2,Blank2014fROI-encoding,gpt2-large,0.086169424,0.06464825
encoder.h.3,Blank2014fROI-encoding,gpt2-large,0.08460567,0.088003654
encoder.h.4,Blank2014fROI-encoding,gpt2-large,0.101934871,0.047989629
encoder.h.5,Blank2014fROI-encoding,gpt2-large,0.044289313,0.056386638
encoder.h.6,Blank2014fROI-encoding,gpt2-large,0.082408526,0.132508794
encoder.h.7,Blank2014fROI-encoding,gpt2-large,0.118767467,0.073783061
encoder.h.8,Blank2014fROI-encoding,gpt2-large,0.083524166,0.108426908
encoder.h.9,Blank2014fROI-encoding,gpt2-large,0.067445775,0.071119699
encoder.h.10,Blank2014fROI-encoding,gpt2-large,0.148086893,0.071025222
encoder.h.11,Blank2014fROI-encoding,gpt2-large,0.022023505,0.132306668
encoder.h.12,Blank2014fROI-encoding,gpt2-large,0.144370559,0.052395118
encoder.h.13,Blank2014fROI-encoding,gpt2-large,0.13482413,0.063557658
encoder.h.14,Blank2014fROI-encoding,gpt2-large,0.149511416,0.074209976
encoder.h.15,Blank2014fROI-encoding,gpt2-large,0.186725251,0.097471984
encoder.h.16,Blank2014fROI-encoding,gpt2-large,0.17723843,0.185322259
encoder.h.17,Blank2014fROI-encoding,gpt2-large,0.192782443,0.107147541
encoder.h.18,Blank2014fROI-encoding,gpt2-large,0.210488688,0.081695475
encoder.h.19,Blank2014fROI-encoding,gpt2-large,0.163133474,0.040723081
encoder.h.20,Blank2014fROI-encoding,gpt2-large,0.156821898,0.0930958
encoder.h.21,Blank2014fROI-encoding,gpt2-large,0.099154802,0.045913422
encoder.h.22,Blank2014fROI-encoding,gpt2-large,0.06297841,0.047123508
encoder.h.23,Blank2014fROI-encoding,gpt2-large,0.165824646,0.135291797
encoder.h.24,Blank2014fROI-encoding,gpt2-large,0.17058009,0.086269219
encoder.h.25,Blank2014fROI-encoding,gpt2-large,0.163829144,0.068828377
encoder.h.26,Blank2014fROI-encoding,gpt2-large,0.24147574,0.043457199
encoder.h.27,Blank2014fROI-encoding,gpt2-large,0.088991895,0.106071218
encoder.h.28,Blank2014fROI-encoding,gpt2-large,0.09830262,0.044918556
encoder.h.29,Blank2014fROI-encoding,gpt2-large,0.124680824,0.116691811
encoder.h.30,Blank2014fROI-encoding,gpt2-large,0.081042191,0.054735921
encoder.h.31,Blank2014fROI-encoding,gpt2-large,0.147379323,0.136822604
encoder.h.32,Blank2014fROI-encoding,gpt2-large,0.114123003,0.090529017
encoder.h.33,Blank2014fROI-encoding,gpt2-large,0.182580406,0.090281497
encoder.h.34,Blank2014fROI-encoding,gpt2-large,0.163377633,0.111251303
encoder.h.35,Blank2014fROI-encoding,gpt2-large,0.212120825,0.106631234
drop,Blank2014fROI-encoding,gpt2-large-untrained,0.03493201,0.013433914
encoder.h.0,Blank2014fROI-encoding,gpt2-large-untrained,0.098499931,0.054966916
encoder.h.1,Blank2014fROI-encoding,gpt2-large-untrained,0.240242187,0.047079959
encoder.h.2,Blank2014fROI-encoding,gpt2-large-untrained,0.265640902,0.063321962
encoder.h.3,Blank2014fROI-encoding,gpt2-large-untrained,0.251545259,0.054976223
encoder.h.4,Blank2014fROI-encoding,gpt2-large-untrained,0.326182611,0.078007328
encoder.h.5,Blank2014fROI-encoding,gpt2-large-untrained,0.340872003,0.074716273
encoder.h.6,Blank2014fROI-encoding,gpt2-large-untrained,0.427428272,0.08151015
encoder.h.7,Blank2014fROI-encoding,gpt2-large-untrained,0.39146384,0.049892878
encoder.h.8,Blank2014fROI-encoding,gpt2-large-untrained,0.379855845,0.044642272
encoder.h.9,Blank2014fROI-encoding,gpt2-large-untrained,0.424421635,0.058959317
encoder.h.10,Blank2014fROI-encoding,gpt2-large-untrained,0.429493419,0.09807901
encoder.h.11,Blank2014fROI-encoding,gpt2-large-untrained,0.437101057,0.035471953
encoder.h.12,Blank2014fROI-encoding,gpt2-large-untrained,0.403652615,0.040159836
encoder.h.13,Blank2014fROI-encoding,gpt2-large-untrained,0.404060244,0.046959063
encoder.h.14,Blank2014fROI-encoding,gpt2-large-untrained,0.377701802,0.050358048
encoder.h.15,Blank2014fROI-encoding,gpt2-large-untrained,0.417222566,0.033412122
encoder.h.16,Blank2014fROI-encoding,gpt2-large-untrained,0.37403447,0.070625632
encoder.h.17,Blank2014fROI-encoding,gpt2-large-untrained,0.392051015,0.076007712
encoder.h.18,Blank2014fROI-encoding,gpt2-large-untrained,0.387801466,0.015116503
encoder.h.19,Blank2014fROI-encoding,gpt2-large-untrained,0.434753228,0.01923639
encoder.h.20,Blank2014fROI-encoding,gpt2-large-untrained,0.413889436,0.031916972
encoder.h.21,Blank2014fROI-encoding,gpt2-large-untrained,0.404863033,0.13223272
encoder.h.22,Blank2014fROI-encoding,gpt2-large-untrained,0.404611383,0.032439676
encoder.h.23,Blank2014fROI-encoding,gpt2-large-untrained,0.429221248,0.033233411
encoder.h.24,Blank2014fROI-encoding,gpt2-large-untrained,0.425305499,0.010990558
encoder.h.25,Blank2014fROI-encoding,gpt2-large-untrained,0.444632046,0.117290964
encoder.h.26,Blank2014fROI-encoding,gpt2-large-untrained,0.44530299,0.105711773
encoder.h.27,Blank2014fROI-encoding,gpt2-large-untrained,0.421414687,0.09379475
encoder.h.28,Blank2014fROI-encoding,gpt2-large-untrained,0.391402447,0.206492917
encoder.h.29,Blank2014fROI-encoding,gpt2-large-untrained,0.36141768,0.107625779
encoder.h.30,Blank2014fROI-encoding,gpt2-large-untrained,0.396406778,0.135645864
encoder.h.31,Blank2014fROI-encoding,gpt2-large-untrained,0.391887317,0.065972675
encoder.h.32,Blank2014fROI-encoding,gpt2-large-untrained,0.335782384,0.152704634
encoder.h.33,Blank2014fROI-encoding,gpt2-large-untrained,0.288997119,0.068333612
encoder.h.34,Blank2014fROI-encoding,gpt2-large-untrained,0.332918824,0.11432335
encoder.h.35,Blank2014fROI-encoding,gpt2-large-untrained,0.324503453,0.038551369
drop,Blank2014fROI-encoding,gpt2-xl,0.046732282,0.162745648
encoder.h.0,Blank2014fROI-encoding,gpt2-xl,0.096297649,0.110975037
encoder.h.1,Blank2014fROI-encoding,gpt2-xl,0.093380377,0.04545379
encoder.h.2,Blank2014fROI-encoding,gpt2-xl,0.119439782,0.011495909
encoder.h.3,Blank2014fROI-encoding,gpt2-xl,0.087274971,0.10154756
encoder.h.4,Blank2014fROI-encoding,gpt2-xl,0.085162751,0.108843922
encoder.h.5,Blank2014fROI-encoding,gpt2-xl,0.126755492,0.099306623
encoder.h.6,Blank2014fROI-encoding,gpt2-xl,0.105875264,0.077106575
encoder.h.7,Blank2014fROI-encoding,gpt2-xl,0.031561309,0.03372487
encoder.h.8,Blank2014fROI-encoding,gpt2-xl,0.031158998,0.049274808
encoder.h.9,Blank2014fROI-encoding,gpt2-xl,0.048977914,0.056237798
encoder.h.10,Blank2014fROI-encoding,gpt2-xl,0.095151687,0.087380292
encoder.h.11,Blank2014fROI-encoding,gpt2-xl,0.143819384,0.110617225
encoder.h.12,Blank2014fROI-encoding,gpt2-xl,0.069595899,0.080090557
encoder.h.13,Blank2014fROI-encoding,gpt2-xl,0.108095397,0.066426764
encoder.h.14,Blank2014fROI-encoding,gpt2-xl,0.129185859,0.100506288
encoder.h.15,Blank2014fROI-encoding,gpt2-xl,0.159472892,0.179166681
encoder.h.16,Blank2014fROI-encoding,gpt2-xl,0.179107766,0.143757172
encoder.h.17,Blank2014fROI-encoding,gpt2-xl,0.202553304,0.062375585
encoder.h.18,Blank2014fROI-encoding,gpt2-xl,0.22697299,0.098886939
encoder.h.19,Blank2014fROI-encoding,gpt2-xl,0.164151938,0.073254605
encoder.h.20,Blank2014fROI-encoding,gpt2-xl,0.242267034,0.142018815
encoder.h.21,Blank2014fROI-encoding,gpt2-xl,0.200352535,0.154543929
encoder.h.22,Blank2014fROI-encoding,gpt2-xl,0.209350242,0.0148847
encoder.h.23,Blank2014fROI-encoding,gpt2-xl,0.224782353,0.063321624
encoder.h.24,Blank2014fROI-encoding,gpt2-xl,0.275243815,0.038460112
encoder.h.25,Blank2014fROI-encoding,gpt2-xl,0.273778859,0.076937737
encoder.h.26,Blank2014fROI-encoding,gpt2-xl,0.268408095,0.067062144
encoder.h.27,Blank2014fROI-encoding,gpt2-xl,0.318994701,0.157743301
encoder.h.28,Blank2014fROI-encoding,gpt2-xl,0.295712465,0.053836452
encoder.h.29,Blank2014fROI-encoding,gpt2-xl,0.262240681,0.170635245
encoder.h.30,Blank2014fROI-encoding,gpt2-xl,0.281617243,0.102591005
encoder.h.31,Blank2014fROI-encoding,gpt2-xl,0.308188811,0.051608325
encoder.h.32,Blank2014fROI-encoding,gpt2-xl,0.245786046,0.166168744
encoder.h.33,Blank2014fROI-encoding,gpt2-xl,0.237553567,0.073299427
encoder.h.34,Blank2014fROI-encoding,gpt2-xl,0.215990136,0.048420079
encoder.h.35,Blank2014fROI-encoding,gpt2-xl,0.229662132,0.041774885
encoder.h.36,Blank2014fROI-encoding,gpt2-xl,0.231057563,0.072482863
encoder.h.37,Blank2014fROI-encoding,gpt2-xl,0.222519687,0.017282391
encoder.h.38,Blank2014fROI-encoding,gpt2-xl,0.230879447,0.032200004
encoder.h.39,Blank2014fROI-encoding,gpt2-xl,0.260421802,0.042206332
encoder.h.40,Blank2014fROI-encoding,gpt2-xl,0.248036794,0.115331784
encoder.h.41,Blank2014fROI-encoding,gpt2-xl,0.274670195,0.087253257
encoder.h.42,Blank2014fROI-encoding,gpt2-xl,0.241342748,0.031100337
encoder.h.43,Blank2014fROI-encoding,gpt2-xl,0.217705863,0.02949483
encoder.h.44,Blank2014fROI-encoding,gpt2-xl,0.265761813,0.076428463
encoder.h.45,Blank2014fROI-encoding,gpt2-xl,0.245618517,0.03901613
encoder.h.46,Blank2014fROI-encoding,gpt2-xl,0.242660216,0.063673437
encoder.h.47,Blank2014fROI-encoding,gpt2-xl,0.206126086,0.05956193
drop,Blank2014fROI-encoding,gpt2-xl-untrained,-0.02820309,0.055563983
encoder.h.0,Blank2014fROI-encoding,gpt2-xl-untrained,0.252822564,0.104778256
encoder.h.1,Blank2014fROI-encoding,gpt2-xl-untrained,0.342112124,0.034525114
encoder.h.2,Blank2014fROI-encoding,gpt2-xl-untrained,0.39005454,0.157675465
encoder.h.3,Blank2014fROI-encoding,gpt2-xl-untrained,0.473386225,0.085979049
encoder.h.4,Blank2014fROI-encoding,gpt2-xl-untrained,0.492563758,0.132630966
encoder.h.5,Blank2014fROI-encoding,gpt2-xl-untrained,0.513719293,0.137237339
encoder.h.6,Blank2014fROI-encoding,gpt2-xl-untrained,0.526267117,0.184002364
encoder.h.7,Blank2014fROI-encoding,gpt2-xl-untrained,0.523083173,0.292463938
encoder.h.8,Blank2014fROI-encoding,gpt2-xl-untrained,0.569008612,0.096230729
encoder.h.9,Blank2014fROI-encoding,gpt2-xl-untrained,0.55866062,0.123104895
encoder.h.10,Blank2014fROI-encoding,gpt2-xl-untrained,0.570607134,0.050469921
encoder.h.11,Blank2014fROI-encoding,gpt2-xl-untrained,0.563046637,0.211161092
encoder.h.12,Blank2014fROI-encoding,gpt2-xl-untrained,0.554304601,0.230430811
encoder.h.13,Blank2014fROI-encoding,gpt2-xl-untrained,0.503081237,0.099087136
encoder.h.14,Blank2014fROI-encoding,gpt2-xl-untrained,0.562521962,0.063904793
encoder.h.15,Blank2014fROI-encoding,gpt2-xl-untrained,0.578770713,0.089933255
encoder.h.16,Blank2014fROI-encoding,gpt2-xl-untrained,0.616121731,0.09529737
encoder.h.17,Blank2014fROI-encoding,gpt2-xl-untrained,0.629427444,0.066405878
encoder.h.18,Blank2014fROI-encoding,gpt2-xl-untrained,0.603631238,0.119413801
encoder.h.19,Blank2014fROI-encoding,gpt2-xl-untrained,0.638295213,0.072167353
encoder.h.20,Blank2014fROI-encoding,gpt2-xl-untrained,0.511140283,0.1755867
encoder.h.21,Blank2014fROI-encoding,gpt2-xl-untrained,0.553653291,0.192028753
encoder.h.22,Blank2014fROI-encoding,gpt2-xl-untrained,0.550557979,0.112244564
encoder.h.23,Blank2014fROI-encoding,gpt2-xl-untrained,0.525536008,0.074534457
encoder.h.24,Blank2014fROI-encoding,gpt2-xl-untrained,0.478976019,0.118788743
encoder.h.25,Blank2014fROI-encoding,gpt2-xl-untrained,0.508824063,0.04894463
encoder.h.26,Blank2014fROI-encoding,gpt2-xl-untrained,0.531967882,0.035646222
encoder.h.27,Blank2014fROI-encoding,gpt2-xl-untrained,0.513773082,0.01762498
